Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note,zero_calorie,zero_protein,zero_carbs,zero_fats,cal_macro_discrepancy,macro_pct_diff,macro_mismatch,likely_alcohol,Estimated Alcohol (g)
2024-06-07,Breakfast,130.1,7.2,4.6,0.0,0.0,0.0,0.0,80.0,349.0,9.4,0.0,9.4,7.8,4.0,0.0,30.6,0.0,,False,False,False,False,-3.5,0.02690238278247502,False,False,0.0
2024-06-07,Dinner,689.6,30.1,12.3,0.9,4.9,0.0,0.0,2592.3,242.5,52.8,3.8,12.1,51.7,3.5,5.0,6.0,0.3,,False,False,False,False,0.6999999999999318,0.0010150812064964208,False,False,0.0
2024-06-07,Lunch,512.3,10.1,2.8,0.0,0.0,0.0,0.0,1300.5,0.0,43.6,3.5,5.9,63.4,0.0,0.0,0.0,0.0,,False,False,False,False,-6.600000000000023,0.01288307632246735,False,False,0.0
2024-06-07,Snacks,213.6,13.2,1.3,0.0,0.0,0.0,0.0,120.2,0.0,22.4,1.3,1.1,2.1,0.0,0.0,0.0,0.0,,False,False,False,False,-3.200000000000017,0.01498127340823978,False,False,0.0
2024-06-08,Dinner,685.1,23.9,16.3,0.7,7.4,0.0,174.0,785.1,495.2,52.0,1.3,3.8,61.3,0.0,5.0,17.7,21.5,,False,False,False,False,16.800000000000068,0.02452196759597149,False,False,0.0
2024-06-08,Lunch,526.6,17.6,10.0,0.0,0.0,0.0,0.0,923.5,0.0,35.9,0.0,3.3,55.7,0.0,0.0,0.0,0.0,,False,False,False,False,1.8000000000000682,0.003418154196733893,False,False,0.0
2024-06-09,Breakfast,664.7,19.7,1.0,1.0,0.4,0.0,0.0,681.3,113.3,83.3,2.4,9.7,38.4,0.0,1.2,12.1,20.8,,False,False,False,False,0.6000000000001364,0.0009026628554237045,False,False,0.0
2024-06-09,Dinner,844.0,57.1,13.3,0.0,0.0,0.0,0.0,1.8,0.0,20.8,5.1,2.2,64.3,0.0,0.0,0.0,0.0,,False,False,False,False,-10.299999999999955,0.012203791469194258,False,False,0.0
2024-06-09,Lunch,565.0,17.5,6.8,0.0,0.0,0.5,40.0,870.0,0.0,86.5,3.5,45.0,16.5,6.0,6.0,21.0,17.0,,False,False,False,False,-4.5,0.007964601769911504,False,False,0.0
2024-06-09,Snacks,631.0,26.5,11.5,0.0,0.0,0.0,0.0,0.2,0.0,88.1,0.4,1.1,9.0,0.0,0.0,0.0,0.0,,False,False,False,False,4.100000000000023,0.006497622820919212,False,False,0.0
2024-06-10,Breakfast,191.3,9.0,5.8,0.0,0.0,0.0,0.0,100.0,436.2,18.9,0.0,18.2,9.8,5.0,0.0,38.2,0.0,,False,False,False,False,-4.5,0.023523261892315732,False,False,0.0
2024-06-10,Dinner,491.8,22.8,11.6,0.0,0.0,0.0,0.0,1005.3,0.0,50.9,2.7,3.9,21.8,0.0,0.0,0.0,0.0,,False,False,False,False,-4.199999999999989,0.008540056933712868,False,False,0.0
2024-06-10,Lunch,394.4,17.1,11.1,0.0,0.0,0.0,0.0,102.1,236.3,42.0,3.8,5.2,20.9,0.0,8.3,1.8,7.7,,False,False,False,False,-11.100000000000023,0.028144016227180588,False,False,0.0
2024-06-10,Snacks,179.0,8.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,15.1,7.2,0.0,0.0,0.0,0.0,,False,False,False,False,2.6999999999999886,0.015083798882681501,False,False,0.0
2024-06-11,Breakfast,81.3,4.5,2.9,0.0,0.0,0.0,0.0,50.0,218.1,5.9,0.0,5.9,4.9,2.5,0.0,19.1,0.0,,False,False,False,False,-2.4000000000000057,0.0295202952029521,False,False,0.0
2024-06-11,Dinner,590.5,27.3,10.8,2.4,3.2,0.0,141.0,198.3,363.0,39.8,2.7,3.3,44.7,2.4,0.0,5.1,6.8,,False,False,False,False,6.7999999999999545,0.011515664690939804,False,False,0.0
2024-06-11,Lunch,478.8,23.1,9.8,1.0,4.9,0.0,0.0,9.0,464.0,42.2,6.9,5.6,27.6,3.5,31.6,7.0,1.5,,False,False,False,False,-8.300000000000011,0.017335004177109464,False,False,0.0
2024-06-11,Snacks,133.9,8.7,1.4,0.0,0.0,0.0,0.0,12.2,52.4,12.1,0.3,2.3,2.2,0.6,0.0,4.6,0.0,,False,False,False,False,-1.5999999999999943,0.011949215832710936,False,False,0.0
2024-06-12,Breakfast,81.3,4.5,2.9,0.0,0.0,0.0,0.0,50.0,218.1,5.9,0.0,5.9,4.9,2.5,0.0,19.1,0.0,,False,False,False,False,-2.4000000000000057,0.0295202952029521,False,False,0.0
2024-06-12,Dinner,572.9,36.0,2.7,0.0,0.0,0.0,0.0,38.8,743.7,33.2,6.9,10.8,32.7,45.9,67.4,9.5,7.4,,False,False,False,False,-14.700000000000045,0.025658928259731272,False,False,0.0
2024-06-12,Lunch,547.0,23.0,10.8,2.4,3.2,0.0,141.0,198.3,363.0,39.1,2.7,3.3,44.0,2.4,0.0,5.1,6.8,,False,False,False,False,7.600000000000023,0.013893967093235874,False,False,0.0
2024-06-12,Snacks,136.0,6.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,15.1,2.2,0.0,0.0,0.0,0.0,,False,False,False,False,0.5,0.003676470588235294,False,False,0.0
2024-06-13,Breakfast,156.0,8.6,5.5,0.0,0.0,0.0,0.0,96.0,418.8,11.3,0.0,11.3,9.4,4.8,0.0,36.7,0.0,,False,False,False,False,-4.199999999999989,0.02692307692307685,False,False,0.0
2024-06-13,Dinner,566.6,36.1,7.6,3.6,12.8,0.0,163.7,514.4,416.3,13.1,1.6,2.4,46.3,2.8,0.0,2.0,8.7,,False,False,False,False,4.100000000000023,0.007236145428874025,False,False,0.0
2024-06-13,Lunch,468.3,21.8,8.0,1.2,5.9,0.0,0.0,11.7,569.0,43.6,8.2,5.8,27.2,0.0,43.4,1.9,3.3,,False,False,False,False,-11.099999999999966,0.023702754644458607,False,False,0.0
2024-06-13,Snacks,159.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.6,9.6,20.0,0.0,0.0,0.0,0.0,,False,False,False,False,-1.5999999999999943,0.010062893081760971,False,False,0.0
2024-06-14,Breakfast,169.0,9.3,6.0,0.0,0.0,0.0,0.0,104.0,453.7,12.2,0.0,12.2,10.2,5.2,0.0,39.8,0.0,,False,False,False,False,-4.300000000000011,0.025443786982248588,False,False,0.0
2024-06-14,Dinner,471.3,18.9,6.9,0.0,0.0,0.0,0.0,1837.5,0.0,56.3,3.7,5.7,20.8,0.0,0.0,0.0,0.0,,False,False,False,False,-7.199999999999989,0.015276893698281325,False,False,0.0
2024-06-14,Lunch,309.0,15.1,1.1,0.0,0.0,0.0,0.0,32.0,0.0,26.3,0.7,0.6,16.7,0.0,0.0,0.0,0.0,,False,False,False,False,1.1000000000000227,0.003559870550161886,False,False,0.0
2024-06-14,Snacks,146.3,1.9,0.5,0.0,0.0,0.0,0.0,941.0,203.8,3.7,0.0,2.1,27.1,0.6,35.4,0.7,1.0,,False,False,False,False,6.0,0.041011619958988374,False,False,0.0
2024-06-15,Breakfast,1077.8,70.9,16.6,3.7,12.3,0.0,442.2,1620.0,901.9,58.9,6.7,24.0,55.0,6.0,3.0,69.9,20.3,,False,False,False,False,-15.900000000000091,0.014752273149007322,False,False,0.0
2024-06-16,Dinner,510.9,34.0,19.4,2.0,3.2,0.0,72.2,326.2,139.5,42.8,0.3,34.3,8.3,61.2,0.0,5.7,2.8,,False,False,False,False,0.5,0.0009786651008025053,False,False,0.0
2024-06-16,Lunch,535.8,18.7,7.7,2.6,5.6,0.0,296.3,345.8,556.4,41.1,2.2,1.5,49.7,3.2,0.0,3.2,11.4,,False,False,False,False,4.2999999999999545,0.00802538260544971,False,False,0.0
2024-06-17,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,,False,False,False,False,-1.9000000000000057,0.024358974358974432,False,False,0.0
2024-06-17,Dinner,567.2,21.4,7.9,2.8,5.3,0.0,0.0,112.4,0.0,45.2,5.2,3.6,51.1,0.0,0.0,0.0,0.0,,False,False,False,False,-10.600000000000023,0.01868829337094503,False,False,0.0
2024-06-17,Lunch,491.9,20.0,4.4,1.0,1.6,0.0,103.4,1508.5,266.2,43.7,2.3,4.3,32.6,1.8,0.0,0.8,5.0,,False,False,False,False,6.699999999999932,0.013620654604594292,False,False,0.0
2024-06-17,Snacks,32.0,2.2,0.4,0.0,0.6,0.0,0.0,279.0,0.0,0.5,0.1,0.0,2.7,0.0,0.0,0.0,0.0,,False,False,True,False,-0.6000000000000014,0.018750000000000044,False,False,0.0
2024-06-18,Breakfast,96.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,10.0,0.0,9.6,4.7,2.4,0.0,18.4,0.0,,False,False,False,False,-1.5,0.015625,False,False,0.0
2024-06-18,Dinner,460.3,14.7,6.0,0.6,6.0,0.0,0.0,42.2,100.6,45.9,3.7,6.4,38.4,7.1,5.3,1.8,5.3,,False,False,False,False,-9.199999999999989,0.019986965022811186,False,False,0.0
2024-06-18,Lunch,567.2,21.4,7.9,2.8,5.3,0.0,0.0,112.4,0.0,45.2,5.2,3.6,51.1,0.0,0.0,0.0,0.0,,False,False,False,False,-10.600000000000023,0.01868829337094503,False,False,0.0
2024-06-19,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-19,Dinner,490.5,16.3,5.5,0.6,0.6,0.0,0.0,220.2,2.6,56.6,0.0,7.8,28.8,0.0,0.0,0.0,0.1,,False,False,False,False,2.199999999999932,0.0044852191641181075,False,False,0.0
2024-06-19,Lunch,460.3,14.7,6.0,0.6,6.0,0.0,0.0,42.2,100.6,45.9,3.7,6.4,38.4,7.1,5.3,1.8,5.3,,False,False,False,False,-9.199999999999989,0.019986965022811186,False,False,0.0
2024-06-19,Snacks,164.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,26.7,7.7,10.3,9.7,0.0,0.0,0.0,0.0,,False,False,False,True,14.800000000000011,0.09024390243902446,False,False,0.0
2024-06-20,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-20,Dinner,743.1,25.4,3.9,0.4,2.8,0.4,92.5,293.1,640.1,83.3,2.9,5.8,49.9,0.0,1.7,0.1,22.6,,False,False,False,False,-18.299999999999955,0.02462656439241011,False,False,0.0
2024-06-20,Lunch,521.5,16.5,5.6,0.7,0.6,0.0,0.0,226.2,213.6,63.6,2.7,11.1,30.6,0.0,20.3,3.7,5.8,,False,False,False,False,-3.7999999999999545,0.0072866730584850515,False,False,0.0
2024-06-21,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-21,Lunch,422.5,16.4,5.0,0.1,0.9,0.0,0.0,57.7,0.0,32.2,1.5,1.9,37.8,0.0,0.0,0.0,0.0,,False,False,False,False,-5.100000000000023,0.012071005917159818,False,False,0.0
2024-06-21,Snacks,996.5,40.8,17.5,0.1,0.0,0.0,0.0,2456.2,211.0,132.5,14.6,21.3,34.2,0.0,20.3,3.7,5.7,,False,False,False,False,-37.5,0.03763171098845961,False,False,0.0
2024-06-22,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-22,Dinner,538.6,21.7,8.9,1.5,2.8,0.0,141.0,881.5,530.3,40.4,2.5,4.8,44.6,2.4,3.0,1.5,8.6,,False,False,False,False,3.300000000000068,0.006126995915336183,False,False,0.0
2024-06-22,Lunch,501.9,32.4,6.0,0.9,1.8,0.0,205.5,238.5,66.0,34.5,3.2,2.1,20.3,0.0,0.0,2.4,4.6,,False,False,False,False,-8.899999999999977,0.017732616058975848,False,False,0.0
2024-06-23,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-23,Dinner,538.6,21.7,8.9,1.5,2.8,0.0,141.0,881.5,530.3,40.4,2.5,4.8,44.6,2.4,3.0,1.5,8.6,,False,False,False,False,3.300000000000068,0.006126995915336183,False,False,0.0
2024-06-23,Lunch,527.8,20.8,5.6,1.4,2.2,0.0,141.0,144.0,363.0,33.2,1.5,2.7,51.4,2.4,0.0,1.0,6.8,,False,False,False,False,2.199999999999932,0.004168245547555764,False,False,0.0
2024-06-23,Snacks,123.3,9.0,3.6,0.1,0.0,0.0,0.0,1.6,116.3,6.3,1.5,3.7,5.5,0.6,74.5,1.2,1.7,,False,False,False,False,-4.8999999999999915,0.03974047039740464,False,False,0.0
2024-06-24,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,,False,False,False,False,-1.9000000000000057,0.024358974358974432,False,False,0.0
2024-06-24,Dinner,488.7,20.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,55.4,0.3,0.1,28.8,0.0,0.0,0.0,0.0,,False,False,False,False,-29.000000000000057,0.05934110906486609,False,False,0.0
2024-06-24,Lunch,496.2,34.9,2.9,1.6,7.2,0.0,15.0,213.2,191.2,9.2,3.9,1.5,37.9,7.1,6.5,20.3,1.1,,False,False,False,False,-6.2999999999999545,0.012696493349455773,False,False,0.0
2024-06-24,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,False,False,True,False,-2.200000000000003,0.02222222222222225,False,False,0.0
2024-06-25,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-25,Dinner,515.3,17.0,7.4,0.0,0.0,0.0,0.0,12.5,52.4,33.8,1.6,3.8,57.8,0.6,0.0,4.6,0.0,,False,False,False,False,-4.100000000000023,0.007956530176596203,False,False,0.0
2024-06-25,Lunch,516.9,25.1,6.9,0.4,1.0,0.0,0.0,792.7,212.8,45.5,4.4,12.2,32.2,1.8,25.7,12.1,3.2,,False,False,False,False,-19.800000000000068,0.038305281485780746,False,False,0.0
2024-06-25,Snacks,201.8,12.1,5.1,0.1,0.1,0.0,15.0,162.6,197.1,13.9,0.7,11.0,11.5,6.0,23.8,21.2,2.3,,False,False,False,False,-8.699999999999989,0.04311199207135772,False,False,0.0
2024-06-26,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-26,Dinner,472.2,16.2,8.7,0.5,1.4,0.0,86.0,338.3,284.0,38.4,1.5,2.6,43.2,0.0,0.0,1.3,2.6,,False,False,False,False,5.684341886080802e-14,1.2037996370353245e-16,False,False,0.0
2024-06-26,Lunch,468.1,13.3,2.9,0.7,1.4,0.0,101.0,492.0,583.3,44.1,2.8,11.8,46.0,6.0,36.1,22.9,5.1,,False,False,False,False,-11.999999999999943,0.02563554795983752,False,False,0.0
2024-06-26,Snacks,207.5,9.7,3.6,0.0,0.0,0.0,0.0,0.8,0.0,9.5,0.0,0.1,21.9,0.0,0.0,0.0,0.0,,False,False,False,False,-5.399999999999977,0.02602409638554206,False,False,0.0
2024-06-27,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,,False,False,False,False,-1.9000000000000057,0.024358974358974432,False,False,0.0
2024-06-27,Dinner,504.8,19.2,10.8,0.5,1.4,0.0,86.0,338.3,284.0,39.3,1.5,3.2,43.8,0.0,0.0,1.3,2.6,,False,False,False,False,-0.3999999999999204,0.0007923930269412053,False,False,0.0
2024-06-27,Lunch,522.4,14.6,6.9,0.7,1.9,0.0,131.1,711.1,407.3,48.6,2.6,6.9,52.0,18.9,6.8,21.9,4.2,,False,False,False,False,-11.399999999999977,0.021822358346094903,False,False,0.0
2024-06-27,Snacks,207.5,9.7,3.6,0.0,0.0,0.0,0.0,0.8,0.0,9.5,0.0,0.1,21.9,0.0,0.0,0.0,0.0,,False,False,False,False,-5.399999999999977,0.02602409638554206,False,False,0.0
2024-06-28,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,,False,False,False,False,-3.8000000000000114,0.024358974358974432,False,False,0.0
2024-06-28,Dinner,498.7,26.3,3.5,0.7,3.5,0.0,0.0,176.5,211.1,34.4,4.9,2.4,32.3,19.4,15.7,0.5,2.1,,False,False,False,False,-4.800000000000011,0.009625025065169464,False,False,0.0
